question1,question2,label
高血压合并症的降压优势,使用ARNI降压治疗是否会影响血脂代谢？,0
痛风可以吃海鲜吗,血糖高可以吃鱼吗,0
适合糖尿病人的保健品有哪些,糖尿病老年人用什么保健品控制血糖,0
肺炎疫苗必须打吗,打过肺炎疫苗能洗澡吗,0
信韦灵利巴韦林气雾剂能主治什么疾病呢,信韦灵利巴韦林气雾剂主治哪几种病,1
乳腺癌晚期怎样止痛,乳腺癌晚期吃什么止痛,1
乳腺癌骨转移还能治愈吗,乳腺癌发生骨转移有没有机会治愈,1
支气管哮喘,为什么夏季也需预防哮喘发病？,0
垂体瘤会导致乳腺癌吗,谢谢您的回答那服用此类药物会导致乳腺癌吗,0
诺雷得出血,诺雷得治疗后出现了卵巢囊肿该怎么办？,0
抗VEG风,抗VEGF药物治疗DME相关指南及推荐级别,0
糖尿病并发的白内障怎么治。,糖尿病引起的白内障如何防治？,1
再次使用司库奇尤单抗是否有效,司库奇尤单抗治疗过程中可同时接种新冠疫苗吗,0
2023年cupd哮喘指南,AR对哮喘有什么影响,0
请问肺气肿能办慢性病门诊治疗吗？,肺气肿要到慢性病门诊治疗吗？,1
布地奈德使用说明书,普米克®令舒®是治疗什么疾病的？,0
黄斑裂孔指南共识,增生期糖尿病视网膜病变的干预指南,0
我的糖尿病该怎么样用药?,糖尿病人能吃土鸡蛋吗、、和猪肉吗、,0
最近胸闷咳嗽呼吸困难是不是得了哮喘？,最近胸闷咳嗽呼吸困难是得了哮喘吗？,1
雷珠单抗说明书,布林佐胺噻吗洛尔滴眼液,0
蒲地蓝消炎片孕妇可以吃吗?,蒲地蓝消炎片有什么功效？,0
布地格福的适应症,泛福舒是治疗什么疾病的？,0
宝宝打喷嚏流鼻涕吃什么药好得快,宝宝打喷嚏流鼻涕最适合吃什么药？,1
新冠患者可以打可善挺吗,哪些患者禁用司库奇尤单抗,1
司库奇尤 注射部位瘙痒,FIXTURE研究,0
你好，2型糖尿病能喝乌鸡当归汤吗,请问我的尿糖+3是糖尿病吗？,0
哮喘具体并发症,哮喘常见合并症有哪些？,1
咳嗽变异性哮喘可以治愈吗?,咳嗽变异性哮喘能有治愈的可能吗？,1
糖尿病人感冒了怎么办,糖尿病患者感冒怎么办,1
新冠肺炎进入第二波流行上升期,新型肺炎进入第二次流行上升期,1
4岁宝宝29斤要吃多少依托红霉素,4岁宝宝29斤服用依托红霉素的用量是多少？,1
2019AAO,雷珠单抗有效期,0
慢性肺心病的用药？、,在稳定期慢阻肺患者中，哪些患者在使用支气管舒张剂基础上不推荐加用吸入性糖皮质激素？,0
手淫自慰是否会感染艾滋病,我被朋友手淫会感染艾滋病吗,1
小三阳患者可以注射可善挺吗,合并肝损害的患者使用司库奇尤单抗,0
硝苯地平片说明书,欧开说明书-山东绿叶制药,0
分针可以吗,玻璃体腔注射期如何使用抗生素,0
尖锐湿疣会引发艾滋病吗,尖锐湿疣是艾滋么，我很担心,0
吃感冒药后喝酒会有什么后果,吃感冒药后喝酒会有什么危害,1
口水唾沫鼻涕痰能传播艾滋病吗,艾滋病是否会通过口水传播,1
2ml:300mg预装式自动注射笔是否有相关的临床研究,司库奇尤单抗不同部位注射是否会影响治疗效果,0
孕妇有糖尿病如何饮食,妊娠期糖尿病早餐吃什么,0
雷珠单抗超适应症使用,雷珠单抗超适应症,1
有糖尿病的人能打甲流疫苗吗,糖尿病并发症的预防和治疗,0
原发性高血压的治疗,原发性高血压怎样治疗？,1
肺功能正常能排除肺气肿吗？,肺功能正常，能否排除肺气肿？,1
哮喘患者日常生活中应注意些什么？,儿童哮喘对患者及家属会产生哪些心理行为影响，如何干预？,0
手淫自慰是否会感染艾滋病,手淫会不会感染艾滋病了,1
和艾滋病人共餐会感染艾滋病病毒吗,和艾滋病人共同进餐会传染吗,1
乳腺癌肝转移怎么治疗,乳腺癌肝转移怎么治疗？？,1
雷珠单抗治疗儿童与青少年（18岁以下）,雷珠单抗能否用于儿童,1
慢性支气管炎治疗时，用消炎药多久可以停,慢阻肺合并支气管扩张的治疗？,0
请问糖尿病7.9要不要吃药,嘴里面有时候会发甜，是糖尿病的前兆吗？,0
安达唐可以与哪些药物一起使用,信必可都保可以和其他β-肾上腺素药物或抗胆碱能药物同时使用吗?,0
rise and ride研究,CANTREAT研究,0
普米克令舒有什么不良反应吗,使用普米克®令舒®可能会出现哪些不良反应？,1
支架术后饮食,心脏支架手术后饮食,1
怀孕23周6天，感冒了怎么办？,怀孕23周6天，感冒有什么好办法,1
糖尿病病是尿毒症吗,糖尿病是什么症状？什么原因引起的,0
早期糖尿病足如何治疗,糖尿病早期应如何治疗,1
七个月大的宝宝流鼻涕怎么办?,七个月大的宝宝流鼻涕怎么办才好,1
过敏性哮喘病人在平时要注意什么?,过敏性哮喘病人日常生活需要注意哪些防护,1
支气管堵塞会引起胸膜炎吗,支气管堵塞应该怎么治疗,0
起始治疗需考虑EOS>300的文献,百达扬是一种需要终生使用的药物吗？,0
血糖高一点也没问题，我自己的身体自己知道 ？,为什么有的病友生完孩子血糖就降下来了，我的血糖还是这么高？,0
孕妇肺炎支原体抗体弱阳性是什么意思?,孕妇得了肺炎支原体抗体弱阳性用治疗吗,0
沙库巴曲缬沙坦在射血分数保留方面的研究,PIONEER-HF研究,0
反复易发的感冒好不到一周就发作了该怎么办,风寒感冒跟风热感冒有什么区别,0
糖尿病人头晕想吐想拉怎么回事？,糖尿病肾病三期能治愈吗,0
糖尿病会引起高血压吗,糖尿病和高血压是不是有关系,1
吃了阿莫西林胶囊能喝酒吗,阿莫西林胶囊能治什么病,0
胸膜炎会引起肋间神经痛吗,胸膜炎会引起肺委缩吗,0
如何治疗过敏性鼻炎,什么是螨虫？如何避免尘螨过敏,0
大补阴丸饭前服用还是饭后服用呢,大补阴丸应该在餐前还是饭后吃,1
能确定是糖尿病吗,怎么确定自己是否得糖尿病了?,1
肺炎一般要治疗多久才能痊愈?,肺炎一般要治多久才可以好？,1
肺气肿病人怎么注意饮食？,肺气肿病人如何注意饮食？,1
雷珠单抗治疗nAMD的数据,雷珠单抗联合光动力疗法治疗PCV的有效性和安全性,0
与乙肝病毒者进行夫妻性生活会被传染吗,新乡乙肝过性生活会不会传染啊,1
糖尿病可以办理健康证吗,你好请问患有糖尿病患者还能办理健康证吗,1
糖尿病人血脂高吃什么,初期糖尿病需要打胰岛素吗,0
硝苯地平说明书,林可霉素利多卡因凝胶说明书-河南羚锐生物药业,0
雷珠单抗有几种规格,雷珠单抗性状,0
一直流鼻涕打喷嚏怎么办,一直流鼻涕打喷嚏有什么办法吗,1
乳腺癌晚期吃什么中药,乳腺癌晚期的中药治疗,1
糖尿病引发眼睛视力严重下降，怎样治疗？？,糖尿病视力模糊怎么办,1
新型冠状肺炎潜伏期症状,新型肺炎的潜伏期主要症状,1
可善挺 注意事项,伴有恶性肿瘤的患者使用司库奇尤单抗的注意事项,1
有没有治疗糖尿病断根的偏方,什么偏方能治糖尿病,1
心肌梗死用药原则有哪些,急性心肌梗死的治疗,0
一开始嗓子痛吃了些感冒药感康可以吗,嗓子痛吃感康有用吗,1
艾滋病会通过接吻传染吗,如果接吻的双方有蛀牙的话，是否也可以通过接吻传染艾滋病无,1
2020ccos,雷珠单抗作用机制,0
担心会不会感染艾滋病hiv,这样的情况会感染艾滋病吗好担心,1
强直 中国研究,MEASURE 4研究,0
乳腺纤维瘤与乳腺癌的关系,乳腺纤维瘤与乳腺癌的关系,1
过敏性哮喘会不会引发生命危险,过敏性哮喘能不能引发生命危险致人死亡,1
什么时候停药,患者遗漏剂量或停药后重新启动治疗注意事项,0
肺气肿有急性和慢性之分吗？,肺气肿有急性和慢性的吗？,1
婴儿吃感冒药拉肚子怎么办？,婴儿吃感冒药拉肚子怎么治？,1
糖尿病的治疗药物有哪些,哪些糖尿病病人需要打胰岛素,0
咳嗽变异性哮喘的危害大吗,咳嗽变异性哮喘的危害大不大？,1
伟力糖尿病治疗仪谁用过?效果怎么样,伟力糖尿病治疗仪有效果吗？,1
肺癌不咯血是不是情况好转了？,肺癌会不会咯血？,0
我想请问下病人使用了司库奇尤单抗以后会出现全身发肿该怎么解决呢？,伴有中性粒细胞减少风险的患者使用司库奇尤单抗的注意事项,0
艾滋病跟尖锐湿疣、梅毒有联系么,尖锐湿疣会不会和梅毒、艾滋病合并感染呢,1
司库奇尤单抗对于心血管疾病的作用,司库奇尤单抗发生心血管事件的风险,0
TNF转换IL-17筛查,IL-17A和斑块状银屑病的关系,0
23价肺炎疫苗的注射时间,23价肺炎疫苗什么时候注射啊,1
srd,雷珠单抗作用机制,0
为什么医生都说肺气肿很严重,肺气肿病有什么症状？,0
动脉粥样硬化怎么治疗,怎样防治动脉粥样硬化,1
乳腺癌晚期还有机会动手术吗,乳腺癌晚期，还能手术吗？,1
雷珠单抗和阿帕西普在治疗DME方面的比较,雷珠单抗治疗DME的真实世界研究,0
血压多高不正常,高血压控制的标准,0
畸胎瘤患者可以用可善挺吗？,生物制剂在合并恶性肿瘤的银屑病患者中的应用,0
感冒好了后鼻孔里都是黄浓鼻涕怎么办,感冒好了后鼻孔里都是黄浓鼻涕是咋回事,1
雷珠的不良反应,雷珠单抗不良反应,1
雷珠单抗治疗nAMD的用法用量,雷珠单抗治疗nAMD的用法用量,1
视网膜玻璃体腔注射,玻璃体腔注射操作注意事项,0
吸入用复方异丙托溴铵溶液该怎么用呢,怎么使用吸入用复方异丙托溴铵溶液？,1
诺适得作用机理,雷珠单抗作用机制,1
苏金单抗适应症,司库奇尤单抗使用的贮存条件和有效期,0
瑞波西利的用法用量,Ribociclib 如何发挥抗肿瘤作用？,0
糖尿病有什么偏方吗？,血糖高是不是一定有糖尿病呢？,0
孩子支原体肺炎治好以后会复发吗,小孩得支原体肺炎好了会复发吗？,1
肾功能严重的患者可以用可善挺？,合并肾损害的患者使用司库奇尤单抗,0
咳嗽支气管炎能不能吃消银颗粒吗,咳嗽支气管炎吃消银颗粒可行吗？,1
支架术后饮食,冠脉搭桥后饮食注意事项,1
乳腺增生会引起乳腺癌吗,乳腺增生，会引发乳腺癌吗？,1
怎么才能减肥成功,减肥最有效的方法是什么,1
复查糖耐量检查需要隔多久时间,糖耐量复查间隔时间,1
肾功能不全可以用安达唐吗,有肾功能损伤的患者，是否可以使用？,0
糖尿病怎么保护肝,糖尿病人怎么养肝脏,1
成人肺炎症状特征是怎样的,大人肺炎的症状有哪些,1
，高血压的人和别人打架会爆血管吗？,高血压跑步有好处吗,0
怀孕对糖尿病人的危害,妊娠期糖尿病对胎儿的危害,1
测糖耐量有几种方法,葡萄糖耐量试验方法有几种？,1
Astrra研究,普米克®令舒®治疗支气管哮喘的作用机制是什么？,0
头孢是抗生素吗,百达扬（注射用艾塞那肽微球）是一种什么药？,0
注射司库奇尤单抗是否会厌食,司库奇尤单抗常见不良反应,1
糖尿病人的汗有糖分吗？,糖尿病人的汗液是甜的吗,1
咳嗽变异性哮喘可以治愈吗,咳嗽变异性哮喘能治愈吗,1
硝苯地平说明书,盐酸哌唑嗪片说明书-上海上药信谊药厂,0
糖尿病吃保健品能治好吗？,送糖尿病者什么保健品最好,1
糖尿病注射胰岛素效果不好怎么办,糖尿病打胰岛素初期血糖降不下来怎么办？,1
是不是糖尿病肾病,糖尿病肾病的诊断方法有哪些,1
脑梗如何防治,脂肪瘤危害有多大,0
手淫自慰是否会感染艾滋病,经常用手淫会怎么样。会不会的艾滋病会,1
糖尿病2型怎么治疗？,2型糖尿病怎样治疗？,1
肺气肿早期咳嗽不断怎么治?,肺气肿早期咳嗽不断如何治疗？,1
临床实验结果,雷珠单抗联合光动力疗法治疗PCV的有效性和安全性,0
哺乳期感冒可以吃感冒药吗？,哺乳期的宝宝感冒能吃感冒药吗？,1
胸膜炎急性胸部疼痛怎么缓解,胸膜炎急性胸部疼痛怎样才能缓解,1
地塞米松玻璃体内植入剂,玻璃体腔注射的麻醉选择,0
病毒性心肌炎恢复后多久能跑步,心力衰竭患者能跑步吗,0
得胸膜炎后怎么照顾自己,得胸膜炎后如何照顾自己,1
哮喘病人一直用药，可还是一年比一年严重,预防药物诱发性哮喘的方法？,0
Ribociclib 代谢途径及 PD/PKRibociclib 代谢途径及 PD/PK,Ribociclib的暴露-反应关系,0
中医如何治疗变异性哮喘,中医怎么治疗变异性哮喘？,1
高脂血症诊疗指南,高脂血症知晓率？,0
胸膜炎治不好是怎么回事,胸膜炎治好有没有后遗症,0
口水唾沫鼻涕痰能传播艾滋病吗,口水会传染艾滋病吗（别人说话的口水喷到,1
在治疗银屑病性关节炎方面，司库奇尤单抗与肿瘤坏死因子抑制剂疗效的比较,在治疗银屑病性关节炎方面，司库奇尤单抗与肿瘤坏死因子抑制剂疗效的比较,1
糖尿病肾病患者可以吃什么水果？,糖尿病患者如何制定饮食日记？,0
5+prn,雷珠单抗PRN治疗方案,1
诺欣妥的机制,芙仕得的作用机制？,0
司库奇尤单抗 作用机制,司库奇尤单抗在斑块状银屑病中的作用机制,1
复方甘草口服溶液如果孕妇食用了会怎么样,复方甘草口服液一盒多少支,0
注射活疫苗多久能打可善挺,使用司库奇尤单抗期间是否能接种疫苗,1
高血糖要注意什么,女性低血压低血糖吃什么,0
硝苯地平片说明书,怡开说明书-常州千红生化制药股份,0
请问糖尿病吃药的时候能不能打疫苗,儿童可以打免疫球蛋白吗,0
安达唐在肝硬化患者的文献,肝功能受损的患者应如何使用安达唐？,0
哮喘需要做什么检查确诊,哮喘病发病怎么治？,0
哮喘病有什么禁忌症,对于哮喘患者，口服糖皮质激素的注意事项？,0
请问老年人慢支肺气肿怎么治疗？,74岁老人慢支肺气肿病怎么治疗,1
孕期糖尿病你们都有什么症状,妊娠糖尿病可以喝特仑苏吗,0
药物性鼻炎,对于哮喘患者，茶碱的不良反应？,0
糖尿病肾病多少算低血糖,酮体的含义,0
肿瘤坏死因子和可善挺的区别,生物制剂在合并恶性肿瘤的银屑病患者中的应用,0
妊娠糖尿病饮食,妊娠糖尿病早餐吃什么,0
胸闷疼后背难受是胸膜炎吗,胸闷疼后背难受是不是胸膜炎,1
合并结合的银屑病患者如何选用生物制剂,银屑病患者如何更换生物制剂,1
高血压引起得到眼底出血怎样治疗,高血压引起的眼底充血怎么治疗,1
得过胸膜炎胸片能看出来吗,胸片能看出来得过胸膜炎吗,1
可善挺可以用于乙肝患者吗？,司库奇尤单抗使用的注射部位,0
慢性肺气肿为什么会突然转成急性肺气肿？,慢性肺气肿转成急性肺气肿，为什么,1
二型糖尿病,糖尿病合并冠心病如何选择降糖药物,0
避孕套能预防艾滋病吗,艾滋病毒会不会穿透避孕套肛交时怎么预防,1
吃了哮喘药身上发热发抖怎么回事,吃了哮喘药身上发热发抖是怎么了？,1
我最刚得的肺气肿病怎么治,肺气肿病该怎么治？,1
心衰患者和高血压患者的用药为什么不同,ARNI在指南中的推荐,0
您好，糖尿病应做哪些检查？,糖尿病检查什么?,1
普米克令舒怎么用,布地格福吸入气雾剂怎么使用？,0
中药怎样治疗糖尿病？什么药好用,糖尿病中期吃什么中药,1
怎样预防糖尿病肾病,糖尿病肾病如何预防？,1
糖尿病能不能饿,糖尿病人有饥饿感正常吗,1
胰腺癌指南,急性重症胰腺炎能治好吗,0
请问大便发黑，还能服用阿司匹林肠溶片吗？,便秘可以每天吃面条吗,0
胸膜炎引起肺委缩有得冶吗,胸膜炎引起肺委缩能治好吗,1
浅谈糖尿病的护理措施与方法,糖尿病健康管理的关键,1
有艾滋病可以做爱吗,艾滋还能做爱吗,1
请问肺气肿需要做手术吗？,患了肺气肿要做手术吗？,1
咳嗽变异性哮喘的危害大吗,咳嗽变异性哮喘的危害是不是很大？,1
胰岛素真的要打一辈子吗?,糖尿病是否需终身注射胰岛素？,1
erasure,ERASURE研究,1
中国高血压适应症注册研究：200mg诺欣妥第8周降低SBP多少,使用ARNI降压治疗是否会影响尿酸代谢？,0
头皮银屑病,生物制剂在合并恶性肿瘤的银屑病患者中的应用,0
我有高血压中药能治疗吗？,有什么中药可以治疗高血压的呀？,1
为什么2小时的血糖比1小时高呢，拜托各位大神,为什么服糖后2小时的血糖比1小时高呢,1
感冒可以打可善挺吗,患者使用司库奇尤单抗发生念珠菌感染是否需要停药,0
得了1型糖尿病能生孩子吗,一型糖尿病男生可以要孩子吗,1
密集针打完了第三周可以打吗可善挺,患者使用司库奇尤单抗发生念珠菌感染是否需要停药,0
肺炎克雷伯杆菌肺炎的治疗方法有哪些,克雷伯杆菌肺炎有什么治疗方案？,1
一般的医院可以检测艾滋病吗,医院体检的抽血化验有没有检测艾滋病的,0
ribociclib 适应症,瑞波西利的适应症是什么？,1
小孩先咳嗽后发烧是肺炎吗,小孩咳嗽发热是不是肺炎,1
雷珠单抗的结构,雷珠单抗规格,0
乳腺癌脑转移怎么控制,乳腺癌脑转移怎么治,1
23价肺炎疫苗有不良反应吗?,23价肺炎疫苗的不良反应有什么？,1
疾病活动度,雷珠单抗贮藏条件,0
肠胃性感冒的症状特征是什么,肠胃性感冒的症状特征有哪些,1
雷珠单抗储存,雷珠单抗贮藏条件,1
阿司匹林会诱发哮喘吗？,阿司匹林会引起哮喘吗？,1
糖尿病挂号挂什么科室,检查糖尿病，请问，挂什么科室的号,1
ckd的病因是什么,慢性阻塞性肺疾病（COPD）会引发慢性肾脏疾病（CKD）吗？,0
1型糖尿病怎么弄,1型糖尿病怎么办,1
糖尿病人吃红枣可以吗,糖尿病人能否吃大枣,1
二型糖尿病吃什么,二型糖尿病吃什么好,1
高钾血症最新指南,高脂血症需要治疗吗？,0
哺乳期腹股沟淋巴结肿大怎么办,哺乳期腹股沟淋巴结肿大怎么治,1
cain457a2311研究（儿童中重度斑块状银屑病）,CAIN457A2311研究（儿童中重度斑块状银屑病）,1
艾滋病主要通过什么途径传播,艾滋病的传播途径有哪些艾滋病的传播途径有哪些,1
诺欣妥为什么可以用做高血压,沙库巴曲缬沙坦在高血压方面的研究证据,0
您好我总是反复的胸口疼然后就后面左边疼是怎么了,胸膜炎有哪些症状？,0
雷珠单抗 三期研究,T&E治疗方案,0
肾功能不全可以用安达唐吗,肾功能损害患者能使用百泌达吗？,0
菠萝适合糖尿病人吃吗,糖尿病人能吃菠萝,1
如何识别AE慢阻肺,体重对慢阻肺的预后是否有影响？,0
糖尿病乳酸性酸中毒吃什么好,糖尿病乳酸性中毒饮食方案,1
变异性哮喘常见的症状有哪些?,变异性哮喘的临床特征有哪些？,1
一般体检能检测出乙肝吗，比如血常规，尿,能否干扰乙肝常规检查,0
请问肺炎能引起氮质血症吗？,氮质血症是什么病,0
可定剂量,可定每日服用的最大剂量为多少？,1
如何控制糖尿病？,餐前血糖10.5应怎么调节,0
可善挺注意事项,司库奇尤单抗常见不良反应,0
乙肝e抗体阳性，乙肝核心抗体阳性怎么办,我一下《HBSAG阳性》是什么乙肝,0
治疗支原体肺炎哪种药为首选,治疗支原体肺炎首选哪种药为好？,1
今年冬天经常感冒怎么办呢,今年冬天经常感冒咋回事呢,1
上呼吸道感染引起的原因有哪些,"上呼吸道感染,引起的发烧,一直不降,什么原因",0
乙肝表面抗体阳性可以注射可善挺吗,伴有HIV患者使用司库奇尤单抗的注意事项,0
米氏链球菌肺炎如何诊断检查,怎么确诊米氏链球菌肺炎？,1
安达唐多久起效,安达唐是如何发挥作用的？,0
什么原因会导致肺气肿？,肺气肿的病因是什么？,1
肺气肿的护理要怎么做？,肺气肿的护理措施？,1
新型肺炎确诊病例首现9个月婴儿,新型肺炎感染9个月婴儿,1
肺气肿肺大泡肝上还有个囊肿严重吗？,肺气肿肺大泡肝上还有个囊肿是否严重？,1
急支糖浆治疗肺炎可以吗？,急支糖浆可以治疗肺炎吗？,1
Rival,RIVAL研究,1
乳腺癌化疗以后升白细胞的药物有哪些,乳腺癌做完手术，化疗的时候用的药物是不,0
产后三十五天小腹坠痛是什么原因造成？,小腹坠痛在产后第三十五天是什么原因？,1
雷珠单抗的给药策略,雷珠单抗治疗及延长(T&E)治疗方案,0
血脂康推广科室,高血压合并脑出血怎么进行降压治疗？,0
四环素片治疗支原体衣原体阳性吗,四环素片对支原体衣原体阳性有效吗,1
心脏神经官能症,糖尿病心血管自主神经病变的诊断标准是什么？,0
临床研究,MEASURE 2研究,1
感冒流鼻涕头疼发热全身出虚汗怎么回事,感冒流鼻涕头疼发热全身出虚汗是什么原因,1
乳房有肿块是不是乳腺癌,乳房有肿块是什么?是不是乳腺癌,1
肺气肿日常需要注意哪些,肺癌患者合并慢阻肺的治疗？,0
雷珠单抗给药是怎么给,雷珠单抗个体化给药剂量,0
检测组织标本存放的时间与检测结果精准度的关系,百泌达标准剂量是多少？,0
什么是艾滋病的潜伏期,什么叫艾滋病的潜伏期,1
艾滋病会不会通过蚊子传播,蚊子体内的血液能传染艾滋病吗,1
糖尿病患者是不是不能进行性生活啊，男生,3岁糖尿病可以吃枸杞吗,0
1+prn,PRN治疗方案,0
"糖尿病后越来越瘦,有办法胖点吗?",糖尿病暴瘦如何增肥,1
T-spot 阳性,合并结核/潜伏性结核的患者使用司库奇尤单抗的注意事项,1
圣泰清热解毒口服液不是假的吧,圣泰清热解毒口服液可靠吗,1
变异性哮喘能吃什么呢,吃什么对变异性哮喘患者好,1
视网膜,雷珠单抗性状,0
强直性脊柱炎,强直性脊柱炎患者持续使用司库奇尤单抗的疗效维持时间,0
乳腺增生和乳腺癌有什么区别,乳腺增生和乳腺癌有什么区别,1
t2dm病因,1型糖尿病的病因是什么？,0
硝苯地平片说明书,伊泰青说明书-珠海润都制药股份,0
